,text,external_id,error,classifications,error_detail
176, jesskimwrites teach and am usually exhausted from presenting all day we just did google hangout with guest ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.903}]",
177, ernestuna_ ima throw virtual party for twitter zoom call or google hangout alcoholic party where any stranger with the link can ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.588}]",
178,playing ladder and comming in google hangout call with ryann  ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.874}]",
179,ollie on google hangout for story time with his teachers and friends thanks for sharing learns ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.973}]",
180, every day at we have our google hangout the kids need that time if haven sent the link by they ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.589}]",
181, teacherwaukegan sanfordharmony such times we are living it has been incredible to stay in touch with our beloved students on googl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.999}]",
182, carrieunderwood someone was on google hangout wast it you or someone scammer women,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.946}]",
183, notcodysullivan let just plan google hangout or sumthin with every and spend the entire time taking turns com ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.923}]",
184,not ready for my google hangout with my little ones tomorrow to say goodbye ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.924}]",
185, karagrozispe june th come amp hangout with myself and physicallitera as we present on flipgrid amp google slides also check out ot ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.782}]",
186, nonblnary let use aim or msn messenger or yahoo messenger or skype or google hangout all the chats that are tot ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.618}]",
187, lorinems does your library have any online groups we ve started google hangout for writers who lunch together  ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.785}]",
188,which one bachelor of stay home gt gt gt am not bachelor of webinar major zoom google hangout skype ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.617}]",
189, mrszietlow th grade join us tonight at for greasers vs socs google hangout wear your greaser or soc best check schoology for ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.503}]",
190, weaver thgrade werweaver laura love it can we chat or google hangout m loving these too ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.922}]",
191,was deleting apps on my computer and realized that had skype felt like the evil stepmom who liked zoom google ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.631}]",
192, peaches_reese elllls samheughan never never use whatsoap google hangout etc those are huge red flags ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.965}]",
193,we are excited to share the beginning of our da pd tomorrow for our national google hangout great session fo  ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.945}]",
194, msrodgers having blast with bobmsports on our google hangout today ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.448}]",
195, fhvikings if you have questions or need help we will have google hangout on may th am to answer questions and help those that ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.672}]",
196, missjovoorhees had my th google hangout with students last week ve missed my students dearly but am grateful to be able ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.987}]",
197,baby yoda is using the force to make my friend remember our google hangout date,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.49}]",
198,join us tomorrow for tech bits it will begin at pm via zoom we will be learning about google hangout extensions ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.77}]",
199, will continue to use facetime via google hangout inspiresel,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.934}]",
200,so like google hangout or what app neat ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.55}]",
201,what is google hangout,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.876}]",
202,scared to present my presentation over google hangout lol don even know what to say,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.545}]",
203, shirestoneacad fantastic google hangout this afternoon with our friends tivertona sharing good practice from our google classrooms ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.873}]",
204, missjovoorhees had my th google hangout with students last week ve missed my students dearly but am grateful to be able ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.987}]",
205, karagrozispe june th come amp hangout with myself and physicallitera as we present on flipgrid amp google slides also check out ot ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.782}]",
206, helizisme teachertwitter what is your teaching win for today mine was that half of my students came to our google meet to hangout ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.846}]",
207, mrszietlow th grade join us tonight at for greasers vs socs google hangout wear your greaser or soc best check schoology for ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.503}]",
208,the zoom google hangout drawing sessions has been keeping me productive inspired motivated and connected m fin ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.617}]",
209, had my th google hangout with students last week ve missed my students dearly but am grateful to be ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.975}]",
210, danprclark stuckthabo rob puts them on when we use google hangout ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.832}]",
211,playing text twist with everyone letter avis in the google hangout,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.644}]",
212,sign up today waterwell the conversation project digital hangout in which military civilian amp essential ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.519}]",
213, ap world students joined google hangout today their first day of summer for over hours to do some final pr ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.575}]",
214,well changed the format of my google meets to be office hours and weirdly ve got more kids coming they  ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.502}]",
215,june th come amp hangout with myself and physicallitera as we present on flipgrid amp google slides also check ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.578}]",
216, dragoncobolt this writer meeting showed the entire group my favorite pictures from flying circus using the google hangout function ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.622}]",
217,this writer meeting showed the entire group my favorite pictures from flying circus using the google hangout fu ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.98}]",
218, th grade join us tonight at for greasers vs socs google hangout wear your greaser or soc best check school ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.793}]",
219, binhcao oh yeah can even run google hangout meeting anymore it fucking stupid,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.955}]",
220, helizisme teachertwitter what is your teaching win for today mine was that half of my students came to our google meet to hangout ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.846}]",
221, teachertwitter what is your teaching win for today mine was that half of my students came to our google meet ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.86}]",
222,joshmalina there are several free options them being skype google hangout and zoom you can also use microsoft ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.996}]",
223, ciutzsiutz yaaaayy let google hangout play minecraft ok don say no have wanted to play minecraft u for like weeks now,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.901}]",
224,hello how are you doing and how is the family doing over there haven heard from you again on google hangout an ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.682}]",
225,so like my call will be on google hangout they have confirmed that the method of call changed from skype to ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.383}]",
226, bffiino we re on google hangout bae come join,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.759}]",
227,an os like cp but for stand alone google hangout cyberwars,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.794}]",
228,okay but just wanna come on here and rant on how poorly teachers are treated saw tiktok about women saying ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.886}]",
229,these zoom google hangout games are glorified fast games tea they nothing special ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.974}]",
230,google hangout new features how to use google hangouts free video conferencing for beginners ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.853}]",
231, himeidol nyahoy hh here with super exciting announcement for everynyan am happy to say that have officiall ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.981}]",
232,nyahoy hh here with super exciting announcement for everynyan am happy to say that have ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.975}]",
233,my dumbass really thought that making google classroom to hangout with my friends was good idea after the last ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.86}]",
234, pkkaos glassbottommeg there is literally this slick integration between slack and google hangouts where you can ju ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.963}]",
235, just combined two of my favorite things orclapex and boardgames put the directory from sherlock holmes cons ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.691}]",
236,yup another ama hangout about crypto trading and hyp because why not ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.617}]",
237, phette it was fantastic very irish literature but like that the inner life of the characters in the romance ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.986}]",
238, arisstrings you might already know lmao but she did live google hangout with us all before back in and abou ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.652}]",
239, tiedblog alright language youtubers am looking to start an interview series of videos and also publish it as an audio podcast what ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.667}]",
240,google hangout with preschoolers ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.869}]",
241, ules_oratory monday th of may pm gmt google meet hangout for more inquiries contact hamed or ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.749}]",
242, how to record google hangout video calls ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.709}]",
243, monday th of may pm gmt google meet hangout for more inquiries contact hamed ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.832}]",
244, jefito jasonhare analogwalrus thescreendoor michaelparr sniff can someone be added to google hangout asking for friend ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.838}]",
245, rshields nytimesvows bumble providencecol unc in one year how they met on zoom on google hangout fro ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.735}]",
246,alright language youtubers am looking to start an interview series of videos and also publish it as an audio pod ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.843}]",
247, d_twit apple bradleychambers am not an apple hardware user which makes it impossible to be an apple software us ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.71}]",
248, dlfinkle oh so miss the conversations and thought and laughter you can duplicate that in google hangout ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.386}]",
249, ojo_poems probably zoom or google hangout,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.665}]",
250, wonder if politicians know about zoom skype face time google meet hangout if so why aren they using it more ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.883}]",
251, jeopardyjohnny do you have google hangout so we can talk more better on hangout,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.492}]",
252,this memorialday weekend things may feel slightly off why not try your hand at virtual bbq set up google ha ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.7}]",
253, valrockspop ginzarhapsody readytocoffee abenojanus fraudulentdonut only tagging one of you in person hous ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.87}]",
254, mattgarrahan imagine having the first question at the biggest press conference of many years and being unable to unmute your google ha ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.536}]",
255, in the face of google hangout everything becomes little atavistic don delillo ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.5}]",
256,imagine having the first question at the biggest press conference of many years and being unable to unmute your google hangout,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.795}]",
257, professorbroad aly_meek that so cool my school did one act play final performance via google hangout of co ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.489}]",
258,southwest louisiana has long had reputation for being popular hangout spot for outlaws pirates buccaneers bo ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.845}]",
259, rachelgetsindy virtual walk with my friends every saturday morning of us on google hangout each walking ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.584}]",
260, liamhammett devingray laraconeu maybe ll tweet out google hangout url yeah ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.456}]",
261, miss google hangout days where we get together draw and chill yo ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.498}]",
262, liamhammett laraconeu freekmurze would love too tried to organize an office space here in vietnam and sell ti ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.744}]",
263, devingray__ laraconeu at laracon online earlier this year freekmurze and few others hosted google hangout ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.654}]",
264, derrickca glad to see you have more than just two or three followers and will not ask me to hangout on google ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.872}]",
265, derrickca am convinced they are getting kickbacks from google hangout ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.555}]",
266, artgerm google hangout with friends and sketching while doing my social distancing think will end up with quite stack of sketch ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.724}]",
267, emresidents join us on est for our covid impact osteopathic amp int medicalstudents dr scott plasner of jeffemres ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.844}]",
268, tweetingferrari sars catch one boy for here just now him apps na hangout textnow google voice pia kik abeg make una pray for thi ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.811}]",
269,sars catch one boy for here just now him apps na hangout textnow google voice pia kik abeg make una pray for this boy ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.938}]",
270, exposing bl queensdiscussi dojobat the chat isnt racist at all yall really believe anything it was edgy in ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.976}]",
271,hosting hangout session first time for members only but for twitter peeps exclusive invite ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.63}]",
272, dieseldugong real gangstas use google hangout,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.837}]",
273,tomorrow with bek as part of tomorrow instagram live amp google hangout we re joined by pauldeeprose of the ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.585}]",
274, ynjtb didn know google had an hangout system e_e,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.511}]",
275, should get up and work on art if any friends who wants to do google hangout and dwaw,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.698}]",
276, fionnacreates would you like to participate in civ saturday if you ve got two saturdays in row free use this handy form to sign up ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.831}]",
277,would you like to participate in civ saturday if you ve got two saturdays in row free use this handy form to si ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.465}]",
278, waseemwahood eidmubarak although we can celebrate it like we usually do hope we still feel the spirit at least now you ll ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.638}]",
279, eidmubarak although we can celebrate it like we usually do hope we still feel the spirit at least now yo ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.91}]",
280, anhtriettran google hangout is the green text bubbles of videoconferencing,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.79}]",
281,the fucking fact that people voted on this is basically the summation of our night on google hangout ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.813}]",
282,,,True,,"Invalid text, empty strings are not allowed"
283,the seconds between talk to you later and trying to exit the google hangout ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.562}]",
284,in google hangout watching the underworld movies with the boys taptherockies,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.873}]",
285, ways to connect create and collaborate using google hangouts copyblogger ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.769}]",
286, emmdee flotus chat me on my google gmail hangout for discussion love you georginafrancis gmail com add me up,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.572}]",
287,tearful google hangout on raya morning ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.748}]",
288, askboomer flotus add me up on my google gmail hangout for discussion love you georginafrancis gmail com add me up ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.568}]",
289,me on google hangout at pm ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.89}]",
290, cslpodcast david_albiani m sorry but refuse to participate in google hangout with cushmanmlb unless he adh ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.484}]",
291, sutton_impactu kenshropshire for sure then came other business savvy resources then facetime google hangout ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.657}]",
292, comcastbusiness oh and to add speed can upload jpeg file reliability can even get through go ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.806}]",
293, parkdale_school jr high hangout with mrs stengel all grades and students are welcome for an evening of ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.984}]",
294, imindminesb esqsound typical pisces response lol ve been playing over google hangout with an app been hard reading body language,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.771}]",
295,anyone interested in zoom google hangout for aew tonight can start meeting if so ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.732}]",
296,had google hangout birthday party for my daughter today forgot to take picture of my setup connected my ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.675}]",
297, swiftonsecurity have ps eye got it to work with zoom but not with google hangout or other apps ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.803}]",
298,it was over when mac demarco had google hangout to promote record release day,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.477}]",
299, theliturgists connection to others weekly google hangout with my book club girls facetime with family and friend ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.785}]",
300, inkyelbows kevinarts mblakewriter garthstein and jburtbooks joined my class using google hangout meets thi ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.878}]",
301, remembering our heroes may look different this year due to the pandemic bbq in the backyard might be goo ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.965}]",
302, sstegemeyer have good partner but spent weeks pulling hours of work while also ensuring that all kid ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.889}]",
303,prayer for an hour google hangout ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.775}]",
304, msaad_in sofialioness_ yasartntj alikeskin_tr asadowaisi aimim_national narendramodi rssorg zoom app try ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.655}]",
305, justnasty real think need yalls email addresses or numbers to send codes we can likely just do it over dm her ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.793}]",
306, bnacker love google meet much more secure than zoom and they have the gallery view option google hangout didn ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.582}]",
307, nytopinion feel so bad for forgetting about or google hangout this morning but got sucked into this makeup ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.78}]",
308, princess_menla caveofbeauty omg we love glow ve got mine on monday and m so excited just have questi ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.991}]",
309,teacher did google hangout with small group of students to assist with missed assignments ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.514}]",
310,when you re all alone even on the google hangout ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.498}]",
311,may club cubase google hangout via youtube,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.934}]",
312, gtm but unlike google hangout zoom requires installable on desktop this can pose friction or even become s ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.81}]",
313, nennychilling ah see devainart can be bad if you hangout with the wrong people mostly use it to post my art ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.766}]",
314,anyone else stay on after everyone leaves google hangout and just practice smiling and realize that you don know how to smile,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.939}]",
315, jonesywastaken orangecrushart do google hangout or zoom meet and invite friends who are watching as well ve ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.766}]",
316, touficsbeiti rubysdo juliannarowsell plansmash do you have plans for lunch break would you like hangout on zoom or google meet ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.858}]",
317, emoblairwaldorf rivalmob pentimenthoe teenrxcket_ glen_solo avocutie kaslikestgii luciextoo sapphicslut ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.533}]",
318,eve of eid going well our family skype google hangout zoom session yes idk why we kept switching through apps lmaoo,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.6}]",
319,at least of my sketchbook is drawings of my friends in boxes from when we re on google hangout,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.63}]",
320,no google no can tollerate you shooting down googlecloudprint or hangout but after googlereader and ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.854}]",
321, so am kicking off an informal and irregular live explainer series office hours with carbon mike ll spin ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.858}]",
322, therynheart and they will all meet their maker this is about their collection plates and not god god hears us ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.703}]",
323,thank you curtis_phs for hosting an th grade nd grade google hangout playing kahoots even though your question ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.89}]",
324,conducted google hangout farmer meeting shared paddy crop best package of practice google_hangout_farmer_meeting ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.528}]",
325, ravithinkz rahulroushan leading intellectuals are on twitter eminent intellectuals are on google hangout,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.724}]",
326, m_fadl hi mohamed would be glad if you join us at pm hangout link ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.534}]",
327, aplaceinspringd google hangout is better because longer hahahahaha ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.773}]",
328, slaymonr oh nah m showing my shoot google docs hangout slides you name it google,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.873}]",
329, bawobotu no vex didn know it was same with google hangout,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.813}]",
330, ravithinkz rahulroushan leading intellectuals are on twitter eminent intellectuals are on google hangout,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.724}]",
331, river_shadow particularly like the person google hangout with everyone waving at the end ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.847}]",
332,,,True,,"Invalid text, empty strings are not allowed"
333,oh no am crashing a d and it is mins to my interview and ve been on the google hangout link twice since ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.595}]",
334,in google office hours hangout google john mueller answered question about why site lost rankings his an ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.559}]",
335, ravithinkz rahulroushan leading intellectuals are on twitter eminent intellectuals are on google hangout,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.724}]",
336, rahulroushan leading intellectuals are on twitter eminent intellectuals are on google hangout,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.7}]",
337,me and sarah icons on google hangout make us look like shark person and lava person ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.586}]",
338, carleybeale today google hangout visits included sensory scavenger hunt and speed race scavenger hunt said goodbye to some am ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.556}]",
339,when your google hangout sociables game turns into discussion about domestic oil ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.537}]",
340, adore google hangout quality,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.653}]",
341, cjluckeydope had great google hangout with the th grade students from black river elementary school in northern new york love ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.997}]",
342,love putting alanis morissette on the jukebox my ps at the bar this google hangout while kicking it with my fr ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.586}]",
343,,,True,,"Invalid text, empty strings are not allowed"
344, alicekeeler is there way to reopen all the tabs you just closed in the middle of google hangout and you needed ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.798}]",
345, agnesperezflor great day for google classroom hangout kennelly_school cahillsfour maryvallera scott_zullo hartford_pub ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.701}]",
346,hey little monsters join haley google hangout now dm her for the link join rain on me party photopopgraphy ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.409}]",
347,kenny just showed off our mexican tomato bullion on the google hangout ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.75}]",
348, bswchronicles question who wants to do rewatch of insecure and do zoom or google hangout as we watch we could watch episodes ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.807}]",
349, telegram dcasbol we want meeting of video call system in telegram which is available in google hangout and skype,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.875}]",
350, sjalbert math google hangout with smart th graders probability and review of decimals we rocked it sjalbert maryfinnimor ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.475}]",
351, supagirl_ thezombieronin have never met mutual irl but have spoken to the strangers on the internet via ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.56}]",
352,wonder google employees using zoomapp for video chat not even any beta program for empls hangout duo not use ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.995}]",
353,,,True,,"Invalid text, empty strings are not allowed"
354,why tf does amp think m gonna look for google hangout link when selected the phone call option like bitch call me call me call me,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.619}]",
355,netflix party friday may pm ready for our friday night movie tonight we re watching hook joi ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.789}]",
